chr1	x1	x2	chr2	y1	y2	color	comment
chr17	19900000	20000000	chr17	28100000	28200000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27000000	27100000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27200000	27300000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27300000	27400000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27400000	27500000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27500000	27600000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27600000	27700000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	27700000	27800000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	28000000	28100000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	28200000	28300000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	29200000	29300000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	30300000	30400000	0,0,255	significant differentially interacting region
chr17	20000000	20100000	chr17	34200000	34300000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	25900000	26000000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27000000	27100000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27200000	27300000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27400000	27500000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27500000	27600000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27600000	27700000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	27700000	27800000	0,0,255	significant differentially interacting region
chr17	20100000	20200000	chr17	30300000	30400000	0,0,255	significant differentially interacting region
chr17	20200000	20300000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	20200000	20300000	chr17	26100000	26200000	0,0,255	significant differentially interacting region
chr17	20200000	20300000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	20200000	20300000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	20400000	20500000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	21700000	21800000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	25700000	25800000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20500000	20600000	chr17	26500000	26600000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27000000	27100000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27200000	27300000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27300000	27400000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27400000	27500000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27500000	27600000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27600000	27700000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	27900000	28000000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	28000000	28100000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	28100000	28200000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	28300000	28400000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	28400000	28500000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	29100000	29200000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	29200000	29300000	0,0,255	significant differentially interacting region
chr17	20600000	20700000	chr17	30200000	30300000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	25700000	25800000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	27300000	27400000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	27400000	27500000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	27700000	27800000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	28200000	28300000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	28500000	28600000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	28600000	28700000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	29100000	29200000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	29400000	29500000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	30500000	30600000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	30600000	30700000	0,0,255	significant differentially interacting region
chr17	20700000	20800000	chr17	31000000	31100000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	21700000	21800000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	25700000	25800000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26100000	26200000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	27000000	27100000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	27200000	27300000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	27300000	27400000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	27600000	27700000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	27800000	27900000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	28100000	28200000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	28800000	28900000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	29500000	29600000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	30300000	30400000	0,0,255	significant differentially interacting region
chr17	20800000	20900000	chr17	32700000	32800000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	21700000	21800000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	21800000	21900000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26500000	26600000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	27300000	27400000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	28200000	28300000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	28600000	28700000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	30500000	30600000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	30900000	31000000	0,0,255	significant differentially interacting region
chr17	20900000	21000000	chr17	32800000	32900000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26100000	26200000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26500000	26600000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	27200000	27300000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	27400000	27500000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	27500000	27600000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	30400000	30500000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	31100000	31200000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	31300000	31400000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	31400000	31500000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	31500000	31600000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	31900000	32000000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	32000000	32100000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	32900000	33000000	0,0,255	significant differentially interacting region
chr17	21000000	21100000	chr17	33800000	33900000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	26100000	26200000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	27200000	27300000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	27600000	27700000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	28400000	28500000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	28700000	28800000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	31300000	31400000	0,0,255	significant differentially interacting region
chr17	21100000	21200000	chr17	32400000	32500000	0,0,255	significant differentially interacting region
chr17	21200000	21300000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	21200000	21300000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	21200000	21300000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	21200000	21300000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	21300000	21400000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	21300000	21400000	chr17	27500000	27600000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	21800000	21900000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	26500000	26600000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	26800000	26900000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	26900000	27000000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	27000000	27100000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	27100000	27200000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	27500000	27600000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	27600000	27700000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	27700000	27800000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	29600000	29700000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	30500000	30600000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	31700000	31800000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	31800000	31900000	0,0,255	significant differentially interacting region
chr17	21400000	21500000	chr17	32000000	32100000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25700000	25800000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26100000	26200000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26400000	26500000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26500000	26600000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26600000	26700000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	26700000	26800000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	30800000	30900000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	32600000	32700000	0,0,255	significant differentially interacting region
chr17	21500000	21600000	chr17	32700000	32800000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	25700000	25800000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	26100000	26200000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	21700000	21800000	chr17	33600000	33700000	0,0,255	significant differentially interacting region
chr17	21800000	21900000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	21800000	21900000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	21800000	21900000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	21800000	21900000	chr17	25900000	26000000	0,0,255	significant differentially interacting region
chr17	21800000	21900000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	21800000	21900000	chr17	30900000	31000000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	26200000	26300000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	21900000	22000000	chr17	26500000	26600000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	25900000	26000000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	26000000	26100000	0,0,255	significant differentially interacting region
chr17	22000000	22100000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	22100000	22200000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	22100000	22200000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	22100000	22200000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	22100000	22200000	chr17	25800000	25900000	0,0,255	significant differentially interacting region
chr17	22100000	22200000	chr17	25900000	26000000	0,0,255	significant differentially interacting region
chr17	22100000	22200000	chr17	26300000	26400000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25200000	25300000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25300000	25400000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25400000	25500000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25500000	25600000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25600000	25700000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25700000	25800000	0,0,255	significant differentially interacting region
chr17	22200000	22300000	chr17	25900000	26000000	0,0,255	significant differentially interacting region
chr17	25200000	25300000	chr17	31100000	31200000	0,0,255	significant differentially interacting region
chr17	25200000	25300000	chr17	31200000	31300000	0,0,255	significant differentially interacting region
chr17	25200000	25300000	chr17	31400000	31500000	0,0,255	significant differentially interacting region
chr17	25200000	25300000	chr17	32600000	32700000	0,0,255	significant differentially interacting region
chr17	25400000	25500000	chr17	30400000	30500000	0,0,255	significant differentially interacting region
chr17	27100000	27200000	chr17	28900000	29000000	0,0,255	significant differentially interacting region
chr17	27300000	27400000	chr17	28900000	29000000	0,0,255	significant differentially interacting region
chr17	28900000	29000000	chr17	34200000	34300000	0,0,255	significant differentially interacting region
chr17	28900000	29000000	chr17	35300000	35400000	0,0,255	significant differentially interacting region
chr17	29300000	29400000	chr17	39400000	39500000	0,0,255	significant differentially interacting region
chr17	29400000	29500000	chr17	31800000	31900000	0,0,255	significant differentially interacting region
chr17	29600000	29700000	chr17	31600000	31700000	0,0,255	significant differentially interacting region
chr17	29700000	29800000	chr17	31700000	31800000	0,0,255	significant differentially interacting region
chr17	30200000	30300000	chr17	31600000	31700000	0,0,255	significant differentially interacting region
chr17	30200000	30300000	chr17	33700000	33800000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	31600000	31700000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	31700000	31800000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	31900000	32000000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	32900000	33000000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	33600000	33700000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	33800000	33900000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	36300000	36400000	0,0,255	significant differentially interacting region
chr17	30300000	30400000	chr17	36700000	36800000	0,0,255	significant differentially interacting region
chr17	30400000	30500000	chr17	33900000	34000000	0,0,255	significant differentially interacting region
chr17	32700000	32800000	chr17	33400000	33500000	0,0,255	significant differentially interacting region
chr17	32800000	32900000	chr17	33400000	33500000	0,0,255	significant differentially interacting region
chr17	32900000	33000000	chr17	36600000	36700000	0,0,255	significant differentially interacting region
chr17	34100000	34200000	chr17	36200000	36300000	0,0,255	significant differentially interacting region
chr17	34900000	35000000	chr17	35700000	35800000	0,0,255	significant differentially interacting region
chr17	34900000	35000000	chr17	36200000	36300000	0,0,255	significant differentially interacting region
chr17	35000000	35100000	chr17	36200000	36300000	0,0,255	significant differentially interacting region
chr17	36200000	36300000	chr17	41800000	41900000	0,0,255	significant differentially interacting region
chr17	36400000	36500000	chr17	42700000	42800000	0,0,255	significant differentially interacting region
chr17	38500000	38600000	chr17	38700000	38800000	0,0,255	significant differentially interacting region
chr17	38800000	38900000	chr17	39800000	39900000	0,0,255	significant differentially interacting region
chr17	38900000	39000000	chr17	39700000	39800000	0,0,255	significant differentially interacting region
chr17	38900000	39000000	chr17	39800000	39900000	0,0,255	significant differentially interacting region
chr17	38900000	39000000	chr17	45100000	45200000	0,0,255	significant differentially interacting region
chr17	39200000	39300000	chr17	39800000	39900000	0,0,255	significant differentially interacting region
chr17	39200000	39300000	chr17	42700000	42800000	0,0,255	significant differentially interacting region
chr17	39400000	39500000	chr17	39800000	39900000	0,0,255	significant differentially interacting region
chr17	40100000	40200000	chr17	45100000	45200000	0,0,255	significant differentially interacting region
chr17	41800000	41900000	chr17	45500000	45600000	0,0,255	significant differentially interacting region
chr17	42000000	42100000	chr17	45100000	45200000	0,0,255	significant differentially interacting region
chr17	42200000	42300000	chr17	45400000	45500000	0,0,255	significant differentially interacting region
chr17	42700000	42800000	chr17	44300000	44400000	0,0,255	significant differentially interacting region
chr17	42700000	42800000	chr17	45100000	45200000	0,0,255	significant differentially interacting region
chr17	42700000	42800000	chr17	45500000	45600000	0,0,255	significant differentially interacting region
chr17	43000000	43100000	chr17	45500000	45600000	0,0,255	significant differentially interacting region
chr17	43200000	43300000	chr17	43900000	44000000	0,0,255	significant differentially interacting region
chr17	43200000	43300000	chr17	44300000	44400000	0,0,255	significant differentially interacting region
chr17	43300000	43400000	chr17	44300000	44400000	0,0,255	significant differentially interacting region
chr17	43300000	43400000	chr17	45600000	45700000	0,0,255	significant differentially interacting region
chr17	43500000	43600000	chr17	43900000	44000000	0,0,255	significant differentially interacting region
chr17	43500000	43600000	chr17	45100000	45200000	0,0,255	significant differentially interacting region
chr17	43600000	43700000	chr17	44800000	44900000	0,0,255	significant differentially interacting region
chr17	43600000	43700000	chr17	45100000	45200000	0,0,255	significant differentially interacting region
chr17	43600000	43700000	chr17	45400000	45500000	0,0,255	significant differentially interacting region
chr17	43600000	43700000	chr17	45500000	45600000	0,0,255	significant differentially interacting region
chr17	43600000	43700000	chr17	46400000	46500000	0,0,255	significant differentially interacting region
chr17	43600000	43700000	chr17	48200000	48300000	0,0,255	significant differentially interacting region
chr17	44300000	44400000	chr17	45500000	45600000	0,0,255	significant differentially interacting region
chr17	44300000	44400000	chr17	45900000	46000000	0,0,255	significant differentially interacting region
chr17	44700000	44800000	chr17	45300000	45400000	0,0,255	significant differentially interacting region
chr17	44700000	44800000	chr17	45700000	45800000	0,0,255	significant differentially interacting region
chr17	45000000	45100000	chr17	45600000	45700000	0,0,255	significant differentially interacting region
chr17	45300000	45400000	chr17	50100000	50200000	0,0,255	significant differentially interacting region
chr17	45300000	45400000	chr17	50500000	50600000	0,0,255	significant differentially interacting region
chr17	45400000	45500000	chr17	45600000	45700000	0,0,255	significant differentially interacting region
chr17	45700000	45800000	chr17	49400000	49500000	0,0,255	significant differentially interacting region
chr17	46000000	46100000	chr17	50400000	50500000	0,0,255	significant differentially interacting region
chr17	47000000	47100000	chr17	49400000	49500000	0,0,255	significant differentially interacting region
chr17	47400000	47500000	chr17	49700000	49800000	0,0,255	significant differentially interacting region
chr17	47600000	47700000	chr17	49800000	49900000	0,0,255	significant differentially interacting region
chr17	47700000	47800000	chr17	50200000	50300000	0,0,255	significant differentially interacting region
chr17	47900000	48000000	chr17	50100000	50200000	0,0,255	significant differentially interacting region
chr17	47900000	48000000	chr17	50600000	50700000	0,0,255	significant differentially interacting region
chr17	48600000	48700000	chr17	53200000	53300000	0,0,255	significant differentially interacting region
chr17	48800000	48900000	chr17	53000000	53100000	0,0,255	significant differentially interacting region
